Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee
The Reader,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Hurt Locker,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Avatar,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
An Education,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Precious,2009,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Precious,2009,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Up in the Air,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The King's Speech,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Black Swan,2010,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Black Swan,2010,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Inception,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Social Network,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
True Grit,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Artist,2011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Descendants,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Drive,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Help,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tinker Tailor Soldier Spy,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Argo,2012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Les Misrables,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Life of Pi,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Lincoln,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Zero Dark Thirty,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
12 Years a Slave,2013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
American Hustle,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Captain Phillips,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gravity,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Philomena,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Boyhood,2014,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Boyhood,2014,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Birdman or (The Unexpected Virtue of Ignorance),2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Grand Budapest Hotel,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Imitation Game,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Theory of Everything,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Revenant,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Big Short,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bridge of Spies,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Spotlight,2015,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Spotlight,2015,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
La La Land,2016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Arrival,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"I, Daniel Blake",2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester by the Sea,2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Manchester by the Sea,2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Moonlight,2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Moonlight,2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
 After Hours ,1985,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Blood Simple ,1985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Smooth Talk,1985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Trip to Bountiful,1985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Platoon † ,1986,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Blue Velvet ,1986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Down by Law,1986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
On Valentine's Day,1986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Salvador ,1986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Stand by Me ,1986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 River's Edge ,1987,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
The Big Easy,1987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Dead ,1987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Matewan,1987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Swimming to Cambodia ,1987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tough Guys Don't Dance ,1987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Stand and Deliver ,1988,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hairspray ,1988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Patti Rocks,1988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Thin Blue Line,1988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Torch Song Trilogy ,1988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sex, Lies and Videotape",1989,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Drugstore Cowboy ,1989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Heat and Sunlight,1989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mystery Train,1989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
True Love,1989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 The Grifters ,1990,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Henry: Potrait of a Serial Killer,1990,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Plot Against Harry,1990,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pump Up the Volume ,1990,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
To Sleep with Anger,1990,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Rambling Rose ,1991,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
City of Hope,1991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hangin' with the Homeboys,1991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Homicide,1991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My Own Private Idaho ,1991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 The Player ,1992,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Bad Lieutenant ,1992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gas Food Lodging,1992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mississippi Masala,1992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
One False Move ,1992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Short Cuts ,1993,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Equinox,1993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Much Ado About Nothing ,1993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ruby in Paradise,1993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Wedding Banquet,1993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Pulp Fiction ‡ ,1994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Bullets over Broadway ,1994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Eat Drink Man Woman,1994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mrs. Parker and the Vicious Circle ,1994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wes Craven's New Nightmare ,1994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Leaving Las Vegas ,1995,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
The Addiction,1995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Living in Oblivion,1995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Safe,1995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Secret of Roan Inish ,1995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Fargo ‡ ,1996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Dead Man ,1996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Funeral,1996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lone Star ,1996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Welcome to the Dollhouse ,1996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 The Apostle ,1997,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Chasing Amy ,1997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Loved,1997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ulee's Gold ,1997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Waiting for Guffman ,1997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Gods and Monsters ,1998,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Affliction ,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Claire Dolan,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Soldier's Daughter Never Cries,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Velvet Goldmine,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Election ,1999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Cookie's Fortune ,1999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Limey ,1999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Straight Story ,1999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sugar Town,1999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Crouching Tiger  Hidden Dragon,2000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Crouching Tiger  Hidden Dragon,2000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Before Night Falls,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Before Night Falls,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
George Washington,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
George Washington,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ghost Dog: The Way of the Samurai,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ghost Dog: The Way of the Samurai,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Requiem for a Dream,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Requiem for a Dream,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Memento,2001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Memento,2001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Hedwig and the Angry Inch,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hedwig and the Angry Inch,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L.I.E.,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L.I.E.,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Things Behind the Sun,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Things Behind the Sun,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Waking Life,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Waking Life,2001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Far from Heaven,2002,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Far from Heaven,2002,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
The Good Girl,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Good Girl,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lovely & Amazing,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lovely & Amazing,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Secretary,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Secretary,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tully,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tully,2002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Splendor,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Splendor,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
In America,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
In America,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Raising Victor Vargas,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Raising Victor Vargas,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shattered Glass,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shattered Glass,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sideways,2004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Sideways,2004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Baadasssss!,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Baadasssss!,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Maria Full of Grace,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Maria Full of Grace,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Primer,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Primer,2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Good Night and Good Luck,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
The Squid and the Whale,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Squid and the Whale,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Three Burials of Melquiades Estrada,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Three Burials of Melquiades Estrada,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Gun,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Gun,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Dead Girl,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Dead Girl,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Half Nelson,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Half Nelson,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pan's Labyrinth,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pan's Labyrinth,2006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Juno,2007,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Juno,2007,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
The Diving Bell and the Butterfly,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
The Diving Bell and the Butterfly,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
I'm Not There,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I'm Not There,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Mighty Heart,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A Mighty Heart,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paranoid Park,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paranoid Park,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Wrestler,2008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
The Wrestler,2008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Ballast,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ballast,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Frozen River,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Frozen River,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rachel Getting Married,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rachel Getting Married,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wendy and Lucy,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wendy and Lucy,2008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(500) Days of Summer,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(500) Days of Summer,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Amreeka,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Amreeka,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Last Station,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Last Station,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sin Nombre,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sin Nombre,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127 Hours,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
127 Hours,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Greenberg,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Greenberg,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Kids Are All Right,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
The Kids Are All Right,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Winter's Bone,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Winter's Bone,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
The Artist,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
The Artist,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
50/50,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50/50,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Beginners,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Beginners,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Descendants,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Descendants,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Drive,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Drive,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Take Shelter,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Take Shelter,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Silver Linings Playbook,2012,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Silver Linings Playbook,2012,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Beasts of the Southern Wild,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Beasts of the Southern Wild,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bernie,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bernie,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Keep the Lights On,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Keep the Lights On,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Moonrise Kingdom,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Moonrise Kingdom,2012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
All Is Lost,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
All Is Lost,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Frances Ha,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Frances Ha,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Inside Llewyn Davis,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Inside Llewyn Davis,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Nebraska,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Nebraska,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Birdman,2014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Birdman,2014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Love Is Strange,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Love Is Strange,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Selma,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Selma,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Whiplash,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Whiplash,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Anomalisa,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anomalisa,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Beasts of No Nation,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Beasts of No Nation,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tangerine,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tangerine,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Honey,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
American Honey,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chronic,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chronic,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jackie,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jackie,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
After Hours,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
After Hours,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Good Night  and Good Luck,2005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
